Mã trường,Tên trường,Mã ngành,Tên ngành,Tổ hợp môn,Chứng chỉ quốc tế,Điểm học bạ,Điểm thi THPT,Điểm thi riêng,Điểm xét tuyển kết hợp,Điểm xét tốt nghiệp THPT,Điểm ĐGNL HCM,Điểm ĐGNL HN,Điểm ĐGNL ĐH Sư phạm HN,Điểm ĐGNL ĐH Sư phạm TPHCM,Điểm Đánh giá Tư duy,Điểm Đánh giá đầu vào V-SAT,"ƯTXT, XT thẳng",Ghi chú
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510206A,Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Anh),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22.3,23.68,0,0,0,22.3,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510206N,Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Nhật),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,24.7,26.08,0,0,0,24.7,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510206V,Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,24.7,26.08,0,0,0,24.7,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510208V,Năng lượng tái tạo (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,24,25.38,0,0,0,24,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510209V,Robot và trí tuệ nhân tạo (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,27.5,28.88,0,0,0,27.5,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510301A,"Công nghệ Kỹ thuật điện, điện tử (đào tạo bằng tiếng Anh)",A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,24.25,25.63,0,0,0,24.25,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510301BP,"Công nghệ Kỹ thuật điện, điện tử (đào tạo tại phân hiệu Bình Phước)",A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,23.5,24.88,0,0,0,23.5,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510301V,"Công nghệ Kỹ thuật điện, điện tử (đào tạo bằng tiếng Việt)",A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,26.75,28.13,0,0,0,26.75,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510302A,Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Anh),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,24.2,25.58,0,0,0,24.2,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510302KTVM,Chương trình đào tạo Kỹ thuật Thiết kế vi mạch (thuộc ngành CNKT Điện tử - viễn thông) (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,28.65,29.93,0,0,0,28.65,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510302N,Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Nhật),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,23,24.38,0,0,0,23,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510302V,Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,26.45,27.83,0,0,0,26.45,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510303A,Công nghệ Kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Anh),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,25.75,27.13,0,0,0,25.75,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510303BP,Công nghệ Kỹ thuật điều khiển và tự động hóa (đào tạo tại phân hiệu Bình Phước),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,25.45,26.83,0,0,0,25.45,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510303V,Công nghệ Kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,28.7,30.08,0,0,0,28.7,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510401A,Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Anh),A01 | C01 | A00 | D01 | A00; B00; C02; D07,0,24.1,25.48,0,0,0,24.1,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510401V,Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; B00; C02; D07,0,28.35,29.73,0,0,0,28.35,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510402A,Công nghệ vật liệu (đào tạo bằng tiếng Anh),A01 | C01 | A00 | A00; A01; D07 | D01,0,24.55,25.15,0,0,0,24.55,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510402V,Công nghệ vật liệu (đào tạo bằng tiếng Việt),A01 | C01 | A00 | A00; A01; D07 | D01,0,24.55,25.15,0,0,0,24.55,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510406V,Công nghệ Kỹ thuật môi trường (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; B00; C02; D07,0,23.1,24.48,0,0,0,23.1,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510601A,Quản lý công nghiệp (đào tạo bằng tiếng Anh),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22,23.38,0,0,0,22,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510601BP,Quản lý công nghiệp (đào tạo tại phân hiệu Bình Phước),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22,23.38,0,0,0,22,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510601V,Quản lý công nghiệp (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,24.6,25.98,0,0,0,24.6,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510605BP,Logistics và quản lý chuỗi cung ứng (đào tạo tại phân hiệu Bình Phước),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,25,26.38,0,0,0,25,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510605V,Logistics và quản lý chuỗi cung ứng (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,27.65,29.03,0,0,0,27.65,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7510801V,Công nghệ Kỹ thuật in (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22.1,23.48,0,0,0,22.1,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7520117V,Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,24.1,25.48,0,0,0,24.1,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7520212A,Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Anh),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22.15,23.53,0,0,0,22.15,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7520212V,Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,25.8,27.18,0,0,0,25.8,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7520401V,"Vật lý kỹ thuật (định hướng công nghệ bán dẫn và cảm biến, đo lường) (đào tạo bằng tiếng Việt)",A01 | A00 | X06 | A00; A01; A02; X06 | A02,0,28.65,27.6,0,0,0,28.65,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7540101A,Công nghệ thực phẩm (đào tạo bằng tiếng Anh),A00 | D07 | B00 | A00; B00; C02; D07 | C02,0,22,22.4,0,0,0,22,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7540101DD,Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt),A00 | D07 | B00 | A00; B00; C02; D07 | C02,0,22.15,23.53,0,0,0,22.15,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7540101V,Công nghệ thực phẩm (đào tạo bằng tiếng Việt),A00 | D07 | B00 | A00; B00; C02; D07 | C02,0,24.85,25.25,0,0,0,24.85,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7540209V,Công nghệ may (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22,23.38,0,0,0,22,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7549002V,Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,21.1,22.48,0,0,0,21.1,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7580101V,Kiến trúc (đào tạo bằng tiếng Việt),V04 | V05 | V03; V04; V05; V06; V12 | V03 | V12 | V06,0,21.75,22.1,0,0,0,21.75,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7580103V,Kiến trúc nội thất (đào tạo bằng tiếng Việt),V04 | V05 | V03; V04; V05; V06; V12 | V03 | V12 | V06,0,21.2,21.55,0,0,0,21.2,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7580205V,Kỹ thuật xây dựng công trình giao thông * (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22.5,23.88,0,0,0,22.5,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7580302BP,Quản lý xây dựng (đào tạo tại phân hiệu Bình Phước),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22.5,23.88,0,0,0,22.5,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7580302V,Quản lý xây dựng (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22.5,23.88,0,0,0,22.5,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7810202V,Quản trị NH và DV ăn uống (đào tạo bằng tiếng Việt),A01 | A00 | D07 | D01 | A00; A01; C02; D01; D07 | C02,0,23.35,25.11,0,0,0,23.35,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7840110V,Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt),A01 | C01 | A00 | D01 | A00; A01; C01; D01,0,22,23.38,0,0,0,22,0,0,0,0,0,0,Điểm đã được quy đổi
SPK,Trường Đại Học Công nghệ Kỹ thuật TP HCM,7850101V,Quản lý tài nguyên & môi trường (chuyên ngành Môi trường và Phát triển bền vững) (đào tạo bằng tiếng Việt),A01; B08; D01; D07; X25 | A01 | D07 | D01 | B08 | X25,0,21.25,20.57,0,0,0,21.25,0,0,0,0,0,0,Điểm đã được quy đổi
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7329001,Công nghệ đa phương tiện,A00; A01; D01; X06; X26,1164,0,21.35,0,25.06,0,734.3,84.55,18.88,0,61.17,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7340101,Quản trị kinh doanh,A00; A01; D01; X06; X26,1130,0,17.2,0,23.03,0,627.19,76.86,15.86,0,52.53,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7340115,Marketing,A00; A01; D01; X06; X26,25.75,0,21.25,0,25,0,730.5,84.25,18.81,0,60.98,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7340301,Kế toán,A00; A01; D01; X06; X26,25,0,16.25,0,22.61,0,605.66,75.38,15.18,0,50.52,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7480201,Công nghệ thông tin,A00; A01; X06; X26,1248.8,0,23.47,0,26.48,0,814.86,90.91,20.47,0,65.36,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7480201_CLC,Công nghệ thông tin,A00; A01; X06; X26,26,0,21.5,0,25.16,0,740,85,19,0,61.47,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; X06; X26,1130,0,20,0,24.27,0,690.66,81.22,17.88,0,58.44,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7520207,kỹ thuật điện tử viễn thông,A00; A01; X06; X26,1150,0,21,0,24.83,0,721,83.5,18.62,0,60.48,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7520208,Công nghệ internet vạn vật (IoT),A00; A01; X06; X26,1130,0,17.25,0,23.05,0,628.33,76.94,15.9,0,52.63,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7320104,Truyền thông đa phương tiện,A00; A01; D01; X06; X26,1278.57,0,24,0,26.85,0,836.28,92.71,21.14,0,66.52,0,53.21,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7340115_CLC,Marketing,A00; A01; D01; X06; X26,25,0,18.75,0,23.72,0,662.33,79.27,16.98,0,55.8,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7480202,An toàn thông tin,A00; A01; X06; X26,1233.6,0,23.09,0,26.22,0,800.42,89.77,20.19,0,64.61,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
BVS,Học Viện Công Nghệ Bưu Chính Viễn Thông (Cơ sở TP.HCM),7520216,Kỹ thuật điều khiển và tự động hóa,A00; A01; X06; X26,1130,0,19.8,0,24.18,0,686.13,80.91,17.74,0,58.02,0,42.5,Xét tuyển tài năng | Chứng chỉ ACT | Chứng chỉ SAT | Kết hợp CCTA và học bạ
TSN,Trường Đại Học Nha Trang,7220201,Ngôn ngữ Anh (04 chuyên ngành: Biên - phiên dịch; Tiếng Anh du lịch; Giảng dạy Tiếng Anh; Song ngữ Anh -Trung),"D01 | Q00 | (Toán, Văn, Anh, GDKTPL); C03; C04",0,0,25,0,0,0,666.21,87.64,0,0,0,0,0,Điểm ĐK tiếng Anh học bạ: 7; Tiếng Anh nhân 2
TSN,Trường Đại Học Nha Trang,7310105,Kinh tế phát triển,Q00 | D01; X01; X02; C04,0,0,19.81,0,0,0,554.41,72.87,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7340101,Quản trị kinh doanh,Q00 | D01; X01; X02; C04,0,0,22.64,0,0,0,633.82,83.74,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7340101A,Quản trị kinh doanh (Chương trình đặc biệt),Q00 | X02;X01;D01,0,0,22.64,0,0,0,633.82,83.74,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7340121,Kinh doanh thương mại,Q00 | D01; X01; X02; C04,0,0,22.64,0,0,0,633.82,83.74,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7340201,Tài chính - Ngân hàng (02 chuyên ngành: Tài chính - Ngân hàng; Công nghệ tài chính),Q00 | D01; X01; X02; C04,0,0,22.64,0,0,0,633.82,83.74,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7340201A,Tài chính - Ngân hàng (Chương trình đặc biệt),Q00 | X02;X01;D01,0,0,22.64,0,0,0,633.82,83.74,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7340301A,Kế toán (Chương trình đặc biệt),Q00 | X02;X01;D01,0,0,21.7,0,0,0,607.35,80.11,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7340302,Kiểm toán,Q00 | D01; X01; X02; C04,0,0,21.7,0,0,0,607.35,80.11,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7380101,Luật (02 chuyên ngành: Luật; Luật kinh tế),D01; X01; C03; C04 | Q00,0,0,25.47,0,0,0,737.29,95.74,0,0,0,0,0,Văn nhân 2
TSN,Trường Đại Học Nha Trang,7420201,Công nghệ sinh học,"Q00 | B03; C02; X03; X04; D01 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7420201MP,Công nghệ sinh học (Chương trình Minh Phú -NTU),"B03;C02;X03;X04;D01 | Q00 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,18.87,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7480101,Khoa học máy tính,X02; C01; X03; X04; D01 | Q00,0,0,20.75,0,0,0,580.88,76.49,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7480201,Công nghệ thông tin,X02; C01; X03; X04; D01 | Q00,0,0,20.75,0,0,0,580.88,76.49,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7480201B,Công nghệ thông tin Việt Nhật,X02;C01;X03;X04;D01 | Q00,0,0,20.75,0,0,0,580.88,76.49,0,0,0,0,0,"Điểm ĐK tiếng Anh học bạ: 5, Toán nhân 2"
TSN,Trường Đại Học Nha Trang,7510202,Công nghệ chế tạo máy,"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520103,Kỹ thuật cơ khí (02 chuyên ngành: Kỹ thuật cơ khí; Thiết kế và chế tạo số),"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,19.81,0,0,0,554.41,72.87,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520103MP,Cơ khí thủy sản thông minh (Chương trình Minh Phú - NTU),"(Toán, Văn, Anh, Lí) | Q00 | C01;X02;X03;X04;D01",0,0,18.87,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520114,Kỹ thuật cơ điện tử,"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,21,0,0,0,554.41,72.87,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520115,Kỹ thuật nhiệt,"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520116,Kỹ thuật cơ khí động lực,"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520122,Kỹ thuật tàu thủy,"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,20.5,0,0,0,541.17,71.05,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520130,Kỹ thuật ô tô,"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,21.5,0,0,0,567.64,74.68,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520201,"Kỹ thuật điện (chuyên ngành Kỹ thuật điện, điện tử)","(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,21.5,0,0,0,567.64,74.68,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520206,Kỹ thuật biển,"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520216,Kỹ thuật điều khiển và tự động hóa,"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,21,0,0,0,554.41,72.87,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520301,Kỹ thuật hoá học,"(Toán, Văn, Anh, Hóa) | Q00 | B03; C02; X03; X04; D01",0,0,18.87,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7520320,Kỹ thuật môi trường (02 chuyên ngành: Kỹ thuật môi trường; Quản lý môi trường và an toàn vệ sinh lao động),"Q00 | B03; C02; X03; X04; D01 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,18.87,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7540101,Công nghệ thực phẩm (02 chuyên ngành: Công nghệ thực phẩm; Dinh dưỡng và ẩm thực),"Q00 | B03; C02; X03; X04; D01 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,19.34,0,0,0,541.17,71.05,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7540105,Công nghệ chế biến thuỷ sản (02 chuyên ngành: Công nghệ chế biến thủy sản; Công nghệ sau thu hoạch),"Q00 | B03; C02; X03; X04; D01 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7540105HV,Công nghệ chế biến thuỷ sản (chương trình Hải Vương - NTU),"B03;C02;X03;X04;D01 | Q00 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7540105MP,Công nghệ chế biến thuỷ sản (Chương trình Minh Phú - NTU),"B03;C02;X03;X04;D01 | Q00 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7540106,Đảm bảo chất lượng và an toàn thưc phẩm,"Q00 | B03; C02; X03; X04; D01 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7580201,Kỹ thuật xây dựng (02 chuyên ngành: Kỹ thuật xây dựng; Quản lý xây dựng),"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7580205,Kỹ thuật xây dựng công trình giao thông,"(Toán, Văn, Anh, Lí) | Q00 | C01; X02; X03; X04; D01",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7620301,Nuôi trồng thuỷ sản,"Q00 | B03; C02; X03; X04; D01 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7620301MP,Nuôi trồng thuỷ sản (Chương trình Minh Phú - NTU),"B03;C02;X03;X04;D01 | Q00 | (Toán, Văn, Anh, Sinh); (Toán, Văn, Anh, Hóa)",0,0,18.87,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7620303,"Khoa học thủy sản (02 chuyên ngành: Khoa học thủy sản, Khai thác thủy sản)","Q00 | (Toán, Văn, Anh, Sinh) | B03; C02; X03; X04; D01",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
TSN,Trường Đại Học Nha Trang,7620305,Quản lý thuỷ sản,"Q00 | (Toán, Văn, Anh, Sinh) | B03; C02; X02; X03; X04; D01",0,0,20,0,0,0,527.94,69.24,0,0,0,0,0,Toán nhân 2
